lsoa_int_zone_id,msoa_zone_id,lsoa_int_to_msoa,msoa_to_lsoa_int
E01009869,E02002031,1,0.171981004
E01009833,E02002031,1,0.533921303
E01009870,E02002031,1,0.194708277
E01009835,E02002031,1,0.099389417
E01009368,E02001903,1,0.022690438
E01033650,E02001903,1,0.296056186
E01009371,E02001903,1,0.526202053
E01009397,E02001903,1,0.155051324
E01009105,E02001851,1,0.026364194
E01009098,E02001851,1,0.647455549
E01009100,E02001851,1,0.229920294
E01009009,E02001851,1,0.018393624
E01009005,E02001851,1,0.07786634
E01033062,E02006709,1,0.009139654
E01033243,E02006709,1,0.05045089
E01033060,E02006709,1,0.135632464
E01032166,E02006709,1,0.804776992
E01009838,E02002036,1,0.03236246
E01009831,E02002036,1,0.005933118
E01009837,E02002036,1,0.127292341
E01009836,E02002036,1,0.834412082
E01032258,E02006731,1,0.862792091
E01032256,E02006731,1,0.110245656
E01032257,E02006731,1,0.018573996
E01032260,E02006731,1,0.008388256
E01033649,E02001884,1,0.003331113
E01009198,E02001884,1,0.850766156
E01009197,E02001884,1,0.008660893
E01033647,E02001884,1,0.111925383
E01009195,E02001884,1,0.025316456
E01031183,E02006509,1,0.287966805
E01031186,E02006509,1,0.030152144
E01031185,E02006509,1,0.367634855
E01031184,E02006509,1,0.314246196
E01010055,E02002070,1,0.037964459
E01010056,E02002070,1,0.039579968
E01010060,E02002070,1,0.415185784
E01010054,E02002070,1,0.467689822
E01010057,E02002070,1,0.039579968
E01032259,E02006728,1,0.538156591
E01032271,E02006728,1,0.10604559
E01032270,E02006728,1,0.059464817
E01032272,E02006728,1,0.032705649
E01032269,E02006728,1,0.263627354
E01032373,E02006766,1,0.301034807
E01032348,E02006766,1,0.081373471
E01032372,E02006766,1,0.247412982
E01032347,E02006766,1,0.143932267
E01032413,E02006766,1,0.11335842
E01032412,E02006766,1,0.112888053
E01032476,E02006774,1,0.440597954
E01032478,E02006774,1,0.024390244
E01032477,E02006774,1,0.061369001
E01032474,E02006774,1,0.265932337
E01032475,E02006774,1,0.207710464
E01009410,E02001852,1,0.729270021
E01009126,E02001852,1,0.030474841
E01009408,E02001852,1,0.187810064
E01009409,E02001852,1,0.052445074
E01033621,E02001861,1,0.267857143
E01009059,E02001861,1,0.079081633
E01009057,E02001861,1,0.306122449
E01009060,E02001861,1,0.283163265
E01009050,E02001861,1,0.06377551
E01009087,E02001868,1,0.114779874
E01009089,E02001868,1,0.025943396
E01009085,E02001868,1,0.056603774
E01009084,E02001868,1,0.011792453
E01009090,E02001868,1,0.790880503
E01032224,E02006724,1,0.833059522
E01032239,E02006724,1,0.088841147
E01032262,E02006724,1,0.075950967
E01032225,E02006724,1,0.002148363
E01032170,E02006698,1,0.499627699
E01032171,E02006698,1,0.034996277
E01032126,E02006698,1,0.109456441
E01032172,E02006698,1,0.355919583
E01032354,E02006748,1,0.165481915
E01032387,E02006748,1,0.119276605
E01032386,E02006748,1,0.095964876
E01032401,E02006748,1,0.619276605
E01032296,E02006734,1,0.088602497
E01032297,E02006734,1,0.603302457
E01032299,E02006734,1,0.185259766
E01032300,E02006734,1,0.076923077
E01032298,E02006734,1,0.045912203
E01010023,E02002079,1,0.314900154
E01010022,E02002079,1,0.440860215
E01010001,E02002079,1,0.004608295
E01010025,E02002079,1,0.098310292
E01010028,E02002079,1,0.141321045
E01009877,E02002019,1,0.00842815
E01009876,E02002019,1,0.077117573
E01009872,E02002019,1,0.068689423
E01009873,E02002019,1,0.023177413
E01009874,E02002019,1,0.822587442
E01009502,E02001927,1,0.06937799
E01009503,E02001927,1,0.038277512
E01009505,E02001927,1,0.059808612
E01008924,E02001927,1,0.248803828
E01009501,E02001927,1,0.583732057
E01009937,E02002074,1,0.078886311
E01009939,E02002074,1,0.317865429
E01009941,E02002074,1,0.222737819
E01009940,E02002074,1,0.136890951
E01009942,E02002074,1,0.24361949
E01009025,E02001929,1,0.071111111
E01009019,E02001929,1,0.026666667
E01009021,E02001929,1,0.653333333
E01009020,E02001929,1,0.044444444
E01009033,E02001929,1,0.115555556
E01009024,E02001929,1,0.088888889
E01009199,E02001878,1,0.244273443
E01033644,E02001878,1,0.219219757
E01009192,E02001878,1,0.057444524
E01009204,E02001878,1,0.479062276
E01009808,E02002042,1,0.0688
E01009807,E02002042,1,0.24
E01009812,E02002042,1,0.4784
E01009810,E02002042,1,0.1632
E01009811,E02002042,1,0.0496
E01032315,E02006739,1,0.962947883
E01032316,E02006739,1,0.010993485
E01032314,E02006739,1,0.010993485
E01032317,E02006739,1,0.015065147
E01009911,E02002020,1,0.012765957
E01009914,E02002020,1,0.063829787
E01009916,E02002020,1,0.267021277
E01009915,E02002020,1,0.214893617
E01009913,E02002020,1,0.40212766
E01009912,E02002020,1,0.039361702
E01032237,E02006726,1,0.159153005
E01032238,E02006726,1,0.606557377
E01032236,E02006726,1,0.201502732
E01032264,E02006726,1,0.032786885
E01032339,E02006741,1,0.593476995
E01032337,E02006741,1,0.095515434
E01032338,E02006741,1,0.311007571
E01009242,E02001850,1,0.523334663
E01009237,E02001850,1,0.100518548
E01009241,E02001850,1,0.015955325
E01009238,E02001850,1,0.16832868
E01009240,E02001850,1,0.191862784
E01008975,E02001944,1,0.302139037
E01008972,E02001944,1,0.189839572
E01008973,E02001944,1,0.045454545
E01008974,E02001944,1,0.462566845
E01032218,E02006719,1,0.172971837
E01032210,E02006719,1,0.006725515
E01032209,E02006719,1,0.164144599
E01032208,E02006719,1,0.616855822
E01032219,E02006719,1,0.039302228
E01032334,E02006736,1,0.005789225
E01032330,E02006736,1,0.260278828
E01032336,E02006736,1,0.579395085
E01032335,E02006736,1,0.154536862
E01032302,E02006738,1,0.004161712
E01032310,E02006738,1,0.250891795
E01032301,E02006738,1,0.013674197
E01032313,E02006738,1,0.164684899
E01032311,E02006738,1,0.002378121
E01032333,E02006738,1,0.564209275
E01009203,E02001869,1,0.388153228
E01009202,E02001869,1,0.380468196
E01009201,E02001869,1,0.231378576
E01009273,E02001860,1,0.120350109
E01009270,E02001860,1,0.18380744
E01009271,E02001860,1,0.021881838
E01009266,E02001860,1,0.551422319
E01009269,E02001860,1,0.122538293
E01009866,E02002024,1,0.476626016
E01009864,E02002024,1,0.024390244
E01009865,E02002024,1,0.06199187
E01009867,E02002024,1,0.25101626
E01009878,E02002024,1,0.18597561
E01010136,E02002092,1,0.036144578
E01010160,E02002092,1,0.102409639
E01010137,E02002092,1,0.157831325
E01010158,E02002092,1,0.58313253
E01010161,E02002092,1,0.120481928
E01029651,E02006187,1,0.186264308
E01029649,E02006187,1,0.186264308
E01029653,E02006187,1,0.011966701
E01029650,E02006187,1,0.21748179
E01029652,E02006187,1,0.398022893
E01009757,E02002005,1,0.966914711
E01009759,E02002005,1,0.008471666
E01009756,E02002005,1,0.004350315
E01033187,E02002005,1,0.012364053
E01009762,E02002005,1,0.007899256
E01032198,E02006720,1,0.326923077
E01032200,E02006720,1,0.262474012
E01032215,E02006720,1,0.064449064
E01032216,E02006720,1,0.346153846
E01032417,E02006754,1,0.262542955
E01032395,E02006754,1,0.405498282
E01032346,E02006754,1,0.096907216
E01032345,E02006754,1,0.235051546
E01009295,E02001925,1,0.116487455
E01009281,E02001925,1,0.598566308
E01009292,E02001925,1,0.019713262
E01009294,E02001925,1,0.265232975
E01032384,E02006762,1,0.043963712
E01032396,E02006762,1,0.207955338
E01032376,E02006762,1,0.709002094
E01032385,E02006762,1,0.039078856
E01009488,E02001877,1,0.023220596
E01009483,E02001877,1,0.487632509
E01009194,E02001877,1,0.297324584
E01009489,E02001877,1,0.144876325
E01009491,E02001877,1,0.046945987
E01032453,E02006772,1,0.004264392
E01032452,E02006772,1,0.123667377
E01032451,E02006772,1,0.117981521
E01032454,E02006772,1,0.754086709
E01032148,E02006703,1,0.087811271
E01032151,E02006703,1,0.138488423
E01032150,E02006703,1,0.030144168
E01032153,E02006703,1,0.602446483
E01032155,E02006703,1,0.141109655
E01032381,E02006764,1,0.207915273
E01032398,E02006764,1,0.076365663
E01032397,E02006764,1,0.715719064
E01032202,E02006716,1,0.148148148
E01032201,E02006716,1,0.201388889
E01032204,E02006716,1,0.046296296
E01032203,E02006716,1,0.604166667
E01032356,E02006756,1,0.022084806
E01032402,E02006756,1,0.094964664
E01032403,E02006756,1,0.765459364
E01032355,E02006756,1,0.117491166
E01008982,E02001905,1,0.132896712
E01009283,E02001905,1,0.040523946
E01033631,E02001905,1,0.783190067
E01008992,E02001905,1,0.043389275
E01008969,E02001943,1,0.036561265
E01008971,E02001943,1,0.444664032
E01008942,E02001943,1,0.017786561
E01008943,E02001943,1,0.500988142
E01032149,E02006701,1,0.079747562
E01032142,E02006701,1,0.331612163
E01032144,E02006701,1,0.325874928
E01032143,E02006701,1,0.262765347
E01008954,E02001939,1,0.210109019
E01008958,E02001939,1,0.006937562
E01009493,E02001939,1,0.099108028
E01008950,E02001939,1,0.683845391
E01031239,E02006506,1,0.770206022
E01031242,E02006506,1,0.054410988
E01031241,E02006506,1,0.106708928
E01031240,E02006506,1,0.068674062
E01032470,E02006775,1,0.302547771
E01032471,E02006775,1,0.043789809
E01032469,E02006775,1,0.65366242
E01032146,E02006700,1,0.115643564
E01032177,E02006700,1,0.064158416
E01032178,E02006700,1,0.548514851
E01032134,E02006700,1,0.271683168
E01032404,E02006753,1,0.46366782
E01032399,E02006753,1,0.095897182
E01032400,E02006753,1,0.440434998
E01009986,E02002061,1,0.005191845
E01009987,E02002061,1,0.004558693
E01009989,E02002061,1,0.343801444
E01010106,E02002061,1,0.646448018
E01032251,E02006730,1,0.018
E01032252,E02006730,1,0.935
E01032250,E02006730,1,0.012
E01032254,E02006730,1,0.035
E01009947,E02002059,1,0.225464191
E01010105,E02002059,1,0.011052166
E01009993,E02002059,1,0.045092838
E01010103,E02002059,1,0.641909814
E01009992,E02002059,1,0.045534925
E01010104,E02002059,1,0.030946065
E01032305,E02006743,1,0.118501638
E01032309,E02006743,1,0.795470731
E01032306,E02006743,1,0.008688221
E01032307,E02006743,1,0.07733941
E01009934,E02002069,1,0.876834716
E01010004,E02002069,1,0.10960434
E01009936,E02002069,1,0.007498405
E01009935,E02002069,1,0.00606254
E01009007,E02001849,1,0.805589908
E01033632,E02001849,1,0.152609448
E01009006,E02001849,1,0.017561217
E01009002,E02001849,1,0.024239426
E01009520,E02001898,1,0.316455696
E01009324,E02001898,1,0.208860759
E01009312,E02001898,1,0.183544304
E01009519,E02001898,1,0.291139241
E01008995,E02006895,1,0.044303797
E01033640,E02006895,1,0.067378692
E01033626,E02006895,1,0.029008439
E01033624,E02006895,1,0.095200422
E01033557,E02006895,1,0.76410865
E01009863,E02002032,1,0.098885794
E01009809,E02002032,1,0.015320334
E01009813,E02002032,1,0.042479109
E01009861,E02002032,1,0.19637883
E01009868,E02002032,1,0.057103064
E01009862,E02002032,1,0.589832869
E01008917,E02001928,1,0.823374341
E01008923,E02001928,1,0.020210896
E01008928,E02001928,1,0.084358524
E01008927,E02001928,1,0.063268893
E01008925,E02001928,1,0.008787346
E01032365,E02006751,1,0.105916728
E01032358,E02006751,1,0.336011687
E01032367,E02006751,1,0.365230095
E01032357,E02006751,1,0.19284149
E01009104,E02001854,1,0.00441997
E01009102,E02001854,1,0.958263894
E01009008,E02001854,1,0.002970799
E01009011,E02001854,1,0.027968988
E01009012,E02001854,1,0.00637635
E01010210,E02002103,1,0.305068226
E01010208,E02002103,1,0.366471735
E01010217,E02002103,1,0.19785575
E01010211,E02002103,1,0.130604288
E01032304,E02006735,1,0.230434783
E01032331,E02006735,1,0.086956522
E01032332,E02006735,1,0.57826087
E01032303,E02006735,1,0.104347826
E01010075,E02002057,1,0.106412967
E01010076,E02002057,1,0.315715292
E01010068,E02002057,1,0.049330514
E01010070,E02002057,1,0.382663848
E01010067,E02002057,1,0.106412967
E01010066,E02002057,1,0.039464412
E01009824,E02002015,1,0.235294118
E01009749,E02002015,1,0.351236147
E01009750,E02002015,1,0.012787724
E01009823,E02002015,1,0.400682012
E01010077,E02002064,1,0.097493036
E01010080,E02002064,1,0.295264624
E01010081,E02002064,1,0.13091922
E01010082,E02002064,1,0.231197772
E01010079,E02002064,1,0.027855153
E01010083,E02002064,1,0.069637883
E01010084,E02002064,1,0.147632312
E01032235,E02006723,1,0.213043478
E01032234,E02006723,1,0.217391304
E01032233,E02006723,1,0.12826087
E01032232,E02006723,1,0.441304348
E01009725,E02002030,1,0
E01009834,E02002030,1,0.139338494
E01009726,E02002030,1,0.014778325
E01009721,E02002030,1,0.845883181
E01009482,E02001874,1,0.05982906
E01009485,E02001874,1,0.08003108
E01009479,E02001874,1,0.302253302
E01009478,E02001874,1,0.318570319
E01009484,E02001874,1,0.239316239
E01009783,E02002007,1,0.199386503
E01009779,E02002007,1,0.25
E01009900,E02002007,1,0.136503067
E01009782,E02002007,1,0.148773006
E01009785,E02002007,1,0.194785276
E01009899,E02002007,1,0.070552147
E01009177,E02001930,1,0.016903313
E01009178,E02001930,1,0.581135903
E01009189,E02001930,1,0.04158215
E01009179,E02001930,1,0.102096011
E01009175,E02001930,1,0.258282623
E01009496,E02001935,1,0.070683662
E01009497,E02001935,1,0.731170336
E01009506,E02001935,1,0.032444959
E01009494,E02001935,1,0.098493627
E01009504,E02001935,1,0.067207416
E01032168,E02006697,1,0.039384615
E01032137,E02006697,1,0.138461538
E01032176,E02006697,1,0.441538462
E01032136,E02006697,1,0.148615385
E01032169,E02006697,1,0.232
E01032194,E02006713,1,0.027886323
E01032196,E02006713,1,0.879928952
E01032195,E02006713,1,0.039253996
E01032197,E02006713,1,0.052930728
E01009034,E02001934,1,0.141555711
E01009035,E02001934,1,0.658724597
E01009032,E02001934,1,0.04134548
E01009036,E02001934,1,0.158374212
E01008980,E02001947,1,0.107355865
E01008976,E02001947,1,0.127236581
E01008979,E02001947,1,0.184890656
E01008978,E02001947,1,0.580516899
E01008882,E02001892,1,0.003102239
E01009341,E02001892,1,0.90612355
E01008898,E02001892,1,0.008227677
E01009326,E02001892,1,0.057054222
E01008896,E02001892,1,0.002023199
E01009513,E02001892,1,0.023469112
E01032449,E02006773,1,0.030239833
E01032467,E02006773,1,0.406673618
E01032468,E02006773,1,0.079249218
E01032465,E02006773,1,0.012513034
E01032466,E02006773,1,0.450469239
E01032464,E02006773,1,0.020855057
E01032359,E02006750,1,0.938569548
E01032361,E02006750,1,0.032031593
E01032360,E02006750,1,0.029398859
E01009394,E02001919,1,0.165048544
E01009389,E02001919,1,0.129449838
E01009185,E02001919,1,0.427184466
E01009390,E02001919,1,0.278317152
E01009268,E02001862,1,0.01656003
E01009274,E02001862,1,0.111027475
E01009351,E02001862,1,0.016936394
E01009349,E02001862,1,0.552502823
E01009272,E02001862,1,0.110274746
E01009354,E02001862,1,0.192698532
E01010015,E02002063,1,0.207744216
E01010072,E02002063,1,0.056474936
E01010073,E02002063,1,0.00096401
E01010016,E02002063,1,0.002651028
E01010018,E02002063,1,0.73216581
E01009263,E02001858,1,0.112798265
E01009056,E02001858,1,0.144251627
E01009265,E02001858,1,0.546637744
E01009049,E02001858,1,0.116052061
E01009264,E02001858,1,0.080260304
E01009278,E02006809,1,0.40706476
E01009276,E02006809,1,0.019343987
E01009279,E02006809,1,0.173254836
E01032591,E02006809,1,0.170731707
E01009267,E02006809,1,0.084104289
E01009262,E02006809,1,0.145500421
E01032318,E02006742,1,0.025236593
E01032320,E02006742,1,0.152471083
E01032322,E02006742,1,0.750788644
E01032319,E02006742,1,0.016824395
E01032321,E02006742,1,0.054679285
E01010027,E02002078,1,0.876770538
E01009923,E02002078,1,0.014636449
E01010026,E02002078,1,0.071293673
E01010024,E02002078,1,0.037299339
E01009328,E02006900,1,0.011677696
E01009335,E02006900,1,0.073050474
E01009327,E02006900,1,0.00415207
E01009200,E02006900,1,0.645776567
E01009332,E02006900,1,0.231348125
E01009333,E02006900,1,0.004411574
E01009344,E02006900,1,0.011677696
E01009331,E02006900,1,0.0179058
E01009160,E02001951,1,0.149647887
E01033633,E02001951,1,0.794894366
E01009157,E02001951,1,0.006161972
E01009155,E02001951,1,0.008802817
E01009161,E02001951,1,0.040492958
E01010042,E02002077,1,0.191505499
E01009956,E02002077,1,0.379218809
E01009933,E02002077,1,0.061812666
E01009955,E02002077,1,0.315510049
E01009952,E02002077,1,0.017823284
E01009959,E02002077,1,0.034129693
E01009110,E02001954,1,0.103244838
E01009115,E02001954,1,0.029498525
E01009113,E02001954,1,0.489675516
E01009114,E02001954,1,0.05899705
E01009107,E02001954,1,0.318584071
E01009080,E02001864,1,0.025089606
E01009079,E02001864,1,0.405017921
E01009083,E02001864,1,0.483870968
E01009081,E02001864,1,0.086021505
E01010178,E02002093,1,0.566552901
E01010175,E02002093,1,0.178612059
E01010174,E02002093,1,0.1370876
E01010177,E02002093,1,0.11774744
E01008965,E02001933,1,0.025331725
E01008966,E02001933,1,0.16827503
E01008953,E02001933,1,0.544028951
E01008964,E02001933,1,0.088661037
E01008963,E02001933,1,0.173703257
E01009751,E02002016,1,0.037257358
E01009841,E02002016,1,0.67971196
E01009752,E02002016,1,0.070444584
E01009753,E02002016,1,0.01158422
E01009754,E02002016,1,0.201001879
E01009909,E02002028,1,0.210762332
E01009910,E02002028,1,0.224215247
E01009904,E02002028,1,0.201793722
E01009903,E02002028,1,0.3632287
E01009379,E02001897,1,0.226374673
E01009363,E02001897,1,0.135920019
E01009362,E02001897,1,0.105689122
E01009365,E02001897,1,0.274220424
E01009364,E02001897,1,0.257795763
E01009112,E02001953,1,0.395019531
E01009108,E02001953,1,0.015625
E01009116,E02001953,1,0.526855469
E01009118,E02001953,1,0.009277344
E01009111,E02001953,1,0.053222656
E01009168,E02001957,1,0.056896552
E01009216,E02001957,1,0.431034483
E01009170,E02001957,1,0.162068966
E01009166,E02001957,1,0.075862069
E01009217,E02001957,1,0.274137931
E01009082,E02001870,1,0.381017882
E01009480,E02001870,1,0.006877579
E01009086,E02001870,1,0.140990371
E01009486,E02001870,1,0.182255846
E01009481,E02001870,1,0.169876204
E01009487,E02001870,1,0.118982118
E01032255,E02006727,1,0.05275164
E01032263,E02006727,1,0.626746507
E01032274,E02006727,1,0.222697462
E01032266,E02006727,1,0.097804391
E01009058,E02001859,1,0.001479728
E01009054,E02001859,1,0.007102693
E01009061,E02001859,1,0.00695472
E01009053,E02001859,1,0.059485055
E01009051,E02001859,1,0.113347144
E01009239,E02001859,1,0.81163066
E01009101,E02001855,1,0.846138846
E01009099,E02001855,1,0.026521061
E01009096,E02001855,1,0.013845554
E01009097,E02001855,1,0.109399376
E01009106,E02001855,1,0.000585023
E01009103,E02001855,1,0.00351014
E01009205,E02001946,1,0.078208955
E01009219,E02001946,1,0.567761194
E01009218,E02001946,1,0.19761194
E01009211,E02001946,1,0.009552239
E01009206,E02001946,1,0.146865672
E01010065,E02002068,1,0.01236503
E01010062,E02002068,1,0.404911181
E01010059,E02002068,1,0.083942877
E01010064,E02002068,1,0.12312783
E01010063,E02002068,1,0.29902473
E01010061,E02002068,1,0.076628352
E01010176,E02002094,1,0.290598291
E01010172,E02002094,1,0.153846154
E01010179,E02002094,1,0.409035409
E01010173,E02002094,1,0.146520147
E01009515,E02001893,1,0.215189873
E01008897,E02001893,1,0.043037975
E01009521,E02001893,1,0.351898734
E01008881,E02001893,1,0.337974684
E01009518,E02001893,1,0.051898734
E01009742,E02002022,1,0.062767475
E01009731,E02002022,1,0.370898716
E01009743,E02002022,1,0.076557299
E01009740,E02002022,1,0.350451736
E01009745,E02002022,1,0.139324774
E01032887,E02002060,1,0.476112625
E01009985,E02002060,1,0.035967302
E01009981,E02002060,1,0.487920073
E01009781,E02002006,1,0.296987088
E01009789,E02002006,1,0.113342898
E01009790,E02002006,1,0.573888092
E01009786,E02002006,1,0.015781923
E01009275,E02001865,1,0.18476431
E01009353,E02001865,1,0.06523569
E01033635,E02001865,1,0.375
E01009355,E02001865,1,0.322390572
E01009350,E02001865,1,0.020622896
E01009352,E02001865,1,0.031986532
E01033645,E02001914,1,0.317027281
E01009186,E02001914,1,0.498588899
E01009183,E02001914,1,0.184383819
E01009500,E02001921,1,0.099113618
E01009077,E02001921,1,0.040290089
E01008919,E02001921,1,0.805801773
E01009064,E02001921,1,0.049153908
E01009291,E02001921,1,0.005640612
E01009724,E02002027,1,0.084249084
E01009730,E02002027,1,0.106227106
E01009723,E02002027,1,0.723443223
E01009720,E02002027,1,0.086080586
E01032363,E02006752,1,0.27293578
E01032362,E02006752,1,0.26146789
E01032364,E02006752,1,0.142201835
E01032366,E02006752,1,0.323394495
E01032379,E02006763,1,0.884462151
E01032380,E02006763,1,0.038029699
E01032344,E02006763,1,0.055776892
E01032342,E02006763,1,0.021731257
E01009999,E02002075,1,0.283911672
E01009931,E02002075,1,0.166561514
E01009929,E02002075,1,0.037223975
E01009932,E02002075,1,0.504416404
E01009930,E02002075,1,0.007886435
E01032287,E02006745,1,0.187138728
E01032290,E02006745,1,0.037210983
E01032289,E02006745,1,0.147760116
E01032286,E02006745,1,0.317557803
E01032288,E02006745,1,0.31033237
E01008960,E02001942,1,0.053811659
E01008959,E02001942,1,0.075336323
E01008962,E02001942,1,0.043049327
E01008961,E02001942,1,0.827802691
E01032191,E02006717,1,0.515426497
E01032211,E02006717,1,0.388384755
E01032192,E02006717,1,0.096188748
E01010003,E02002072,1,0.357784431
E01010002,E02002072,1,0.116766467
E01010006,E02002072,1,0.30988024
E01010005,E02002072,1,0.05239521
E01010000,E02002072,1,0.163173653
E01032409,E02006759,1,0.54055912
E01032408,E02006759,1,0.004124656
E01032407,E02006759,1,0.045600367
E01032406,E02006759,1,0.334326306
E01032405,E02006759,1,0.075389551
E01009889,E02002014,1,0.88680335
E01009888,E02002014,1,0.018192319
E01009887,E02002014,1,0.08663009
E01009890,E02002014,1,0.008374242
E01009894,E02002009,1,0.021915584
E01009891,E02002009,1,0.017857143
E01009892,E02002009,1,0.952922078
E01009893,E02002009,1,0.007305195
E01009719,E02002026,1,0.601476015
E01009728,E02002026,1,0.094095941
E01009722,E02002026,1,0.073800738
E01009727,E02002026,1,0.114391144
E01009729,E02002026,1,0.116236162
E01032160,E02006705,1,0.375257732
E01032161,E02006705,1,0.03814433
